PC1,PC2,PC3,Placed
1.8218493220141014,-0.8295219255151882,0.15358293385837535,0
0.1599901930131434,0.6132983973566886,-1.1105014082177656,1
0.8551382195065782,-1.0559951758946169,-0.4454657313065874,1
0.9809276994452576,0.31697038332374394,0.5685616577690961,0
1.7588274850292616,1.1513024835340073,0.2498355623281221,1
-0.22916936052907758,-0.5219914435409003,-0.8003638224313434,1
1.4834897695839062,1.3511120202932507,0.8598958537572524,1
0.721663559518802,0.6028978332941921,0.5719940673603752,1
0.7631957862521976,-1.240119738032956,-0.010054242248766894,0
1.485328853239258,0.060321005308293825,-0.32274419044422265,0
0.9541111945164774,0.5014053861172455,-0.09520779977557635,0
-1.0063681760145056,0.2207840109576677,-0.39325725669319567,1
-2.909970090206126,0.36273490059323954,0.8988101849993579,1
0.6547436030129672,-1.2695401137120494,-1.684837463510831,1
-1.8408841329790402,-1.3975562884351076,0.2998459624303587,0
-0.7149610428406895,-1.8230866689444625,-0.9641593426648757,1
-0.5073702976181854,-1.1177951321166266,-1.8207029239375743,0
0.7916350194620896,0.004859764855006065,-1.1618383806957857,0
0.5439485982101011,0.045229304948857345,1.184486640316382,1
-0.08720570866449932,1.6964066560510402,-1.3308606173523299,1
1.197309704350913,-0.08478337431608647,0.5652710018101629,1
-1.2254480873462432,0.080984227468814,1.0873939104331753,1
-1.2524440410567665,-0.31733312469917624,0.023093101941542862,0
1.0699400894900963,-0.9555093505114792,0.48065844655694845,1
0.2481092501813457,-2.0391406212198353,0.7489884762253445,1
-2.3144703482976494,-1.2111608710794004,0.2617027662991324,1
-2.3160494173451998,1.2362261208631482,0.3922349095019626,1
0.7395409367768025,1.6170391755856632,0.133648800743095,1
0.8372874368119068,1.3195141602176368,-0.4865120163668365,0
-0.8233598239744184,-0.21295837754178606,2.048284600854894,0
0.182840487851674,1.4188176403077042,1.1439614444578123,1
1.4342516554279123,0.9775698709031125,0.8913811515964588,1
-2.1164770066171377,0.6932130437425896,0.8084098858743443,1
1.1359632900513508,-0.8328133870128196,-2.034702952618873,0
-0.872409758481562,0.9285801543956287,-0.856656642133937,0
-0.08282950326842699,-0.8919800397558144,1.3977754551915333,0
0.04439704169380271,-2.193768623269257,0.5889945663038229,0
0.9899116771770173,-1.0554553458552887,-0.9330201201857251,0
-1.0142359247890056,-0.13029687025975512,0.37491266872398765,1
-0.35731112784037683,0.8653426490663316,0.023108084998974,0
1.222425229326584,-1.3876790216753474,1.7624082349623416,0
-0.14244728129538753,0.9556267965794278,-0.8358820292155009,0
-1.0579521389374242,1.3394260223352195,-0.40877448829861823,1
-0.5120254825998865,-0.41197600912455845,-1.905444814948181,0
0.47984594473887116,-2.006816573421875,-0.2881726495822268,0
-0.3037738066373491,0.8656331202736451,-0.6737939043000993,0
-0.15448616828321213,-0.11180838022558073,0.5115699325574982,0
-1.9908094008001957,0.15026709556207732,0.1402190363850358,1
2.102752845347003,-1.1625279147874072,1.057645805292156,1
1.5984559534694405,1.4209204983979082,-0.00729114529815156,0
2.6050009462838855,0.8616217405164375,0.29263650607997377,0
-1.0468633617623726,0.34257588723049825,0.21146582891804178,0
1.527881095903541,1.1824985079911927,0.40963204578125306,1
1.924158817080689,-0.9016596764734573,0.17621039546761627,0
-0.24921207929807995,-0.21290047999011896,-1.0847117542032778,1
-0.9111617063983922,-0.4176867770585483,-0.7831639809740458,0
-2.1638820901020694,-0.39249002376930725,-0.5025972848614276,0
-0.9917182293382764,0.33136313012746427,2.0100565870803,0
-0.614336423586013,-0.8609112371851312,0.365785557381238,1
0.35717278586949086,1.6283793455809008,0.3513436474998356,1
-1.4796611851258743,-2.3876060802878394,0.35680432140839613,0
0.3360319419462925,1.5057103812652841,-0.01688804700904513,1
-0.07764846782916132,0.6576541807906957,1.2098136854260486,0
0.8791765986803867,-1.633165617222236,-1.191352535076106,0
0.9747949452517056,-0.22529220831208627,0.3822766311767976,1
0.7532201869021381,-0.5650973043176387,1.162820249407181,1
-0.5485426800460697,0.854111271341385,0.7709826205944057,1
0.0933541867795799,-0.21639712279313975,0.9649531707707514,1
0.9574820716381426,-0.3466329674814896,-1.4063263616786796,0
0.020241427442626605,-0.018796934902506512,0.4721552594963014,0
-0.8384937663739511,0.8485240189921889,-0.26495918789961653,0
-1.5093162002929401,0.3906435016633156,-1.4895508992792947,1
0.013991963504782403,-0.3839979431748469,0.5798905632829414,0
-1.248305284220722,-0.6658351418326021,-0.8880693295945132,0
0.3187487155170542,1.2758844647128356,-2.103494312071892,0
1.4213729353055962,0.18214096767041493,0.6494496113839415,1
-0.42247712987318764,1.6627578308540698,-0.5163708153991678,1
1.1928618320939446,-0.018879751247742785,-1.3668539102025963,0
-1.4603321427069855,-0.42747234234958204,1.2764335737198225,1
-2.2389624223222566,1.4160880282768262,-0.6868030379277239,1
